orchard_survey_id,site_code,survey_period,orchard_area_ha,durian_flower_density,fruit_set_rate_pct,durian_yield_kg,other_pollinator_activity,fertilizer_use_index,irrigation_level,agricultural_disturbance_note
ORC-0000782,AVL-HUA,2019-02-01,47.7,32.6,48.9,46116.2,50.9,41.5,35.3,
ORC-0000783,AVL-HUA,2019-03-01,47.7,66.0,45.0,41592.2,38.0,45.4,51.9,
ORC-0000784,AVL-HUA,2019-04-01,47.7,88.2,51.2,45229.5,45.4,40.1,57.4,
ORC-0000785,AVL-HUA,2019-05-01,47.7,100.0,57.7,54054.1,49.5,24.1,33.6,
ORC-0000786,AVL-HUA,2019-06-01,47.7,89.2,58.9,50661.2,54.2,25.0,28.6,
ORC-0000787,AVL-HUA,2019-07-01,47.7,93.1,50.5,46273.5,41.7,25.5,33.5,
ORC-0000788,AVL-HUA,2019-08-01,47.7,61.0,53.7,52037.8,62.3,33.1,55.1,
ORC-0000789,AVL-HUA,2019-09-01,47.7,62.5,51.4,45100.4,54.9,25.4,28.3,
ORC-0000790,AVL-HUA,2019-10-01,47.7,43.6,37.7,30245.6,60.7,28.6,34.1,
ORC-0000791,AVL-HUA,2019-11-01,47.7,41.3,52.8,55556.4,63.9,40.4,38.0,
ORC-0000792,AVL-HUA,2019-12-01,47.7,45.1,40.4,39307.9,59.5,45.1,35.9,
ORC-0000793,AVL-HUA,2020-01-01,47.7,35.5,44.3,40552.0,61.0,35.2,32.6,
ORC-0000794,AVL-HUA,2020-02-01,47.7,41.9,43.5,41427.4,56.4,29.0,44.3,
ORC-0000795,AVL-HUA,2020-03-01,47.7,62.0,48.8,47775.6,52.2,22.7,60.7,
ORC-0000796,AVL-HUA,2020-04-01,47.7,93.0,51.7,48522.6,46.9,35.5,59.3,
ORC-0000797,AVL-HUA,2020-05-01,47.7,100.0,63.7,61251.5,58.9,50.2,45.2,
ORC-0000798,AVL-HUA,2020-06-01,47.7,82.6,54.8,47555.4,58.8,34.2,36.1,
ORC-0000799,AVL-HUA,2020-07-01,47.7,81.5,39.6,38903.7,42.0,28.8,31.2,
ORC-0000800,AVL-HUA,2020-08-01,47.7,58.2,57.1,50161.3,65.2,51.3,54.9,
ORC-0000801,AVL-HUA,2020-09-01,47.7,60.7,45.4,36686.7,47.4,48.4,29.5,
ORC-0000802,AVL-HUA,2020-10-01,47.7,51.5,44.7,40344.8,48.6,40.7,44.0,
ORC-0000803,AVL-HUA,2020-11-01,47.7,61.0,45.1,44175.0,59.2,37.6,43.7,
ORC-0000804,AVL-HUA,2020-12-01,47.7,46.3,45.2,40248.3,67.0,32.0,43.4,
ORC-0000805,AVL-HUA,2021-01-01,47.7,42.8,46.4,44593.1,51.3,30.8,30.2,
ORC-0000806,AVL-HUA,2021-02-01,47.7,31.1,34.8,39446.2,49.9,53.6,54.6,
ORC-0000807,AVL-HUA,2021-03-01,47.7,65.2,48.4,41801.7,59.6,33.8,27.6,
ORC-0000808,AVL-HUA,2021-04-01,47.7,71.6,57.3,47410.4,54.9,15.7,36.1,
ORC-0000809,AVL-HUA,2021-05-01,47.7,85.6,58.2,52535.2,59.6,46.2,30.6,
ORC-0000810,AVL-HUA,2021-06-01,47.7,94.2,69.3,69077.6,82.0,34.5,27.8,
ORC-0000811,AVL-HUA,2021-07-01,47.7,69.1,57.1,59037.4,51.9,36.7,45.9,
ORC-0000812,AVL-HUA,2021-08-01,47.7,44.8,34.3,22800.2,49.8,41.0,27.8,
ORC-0000813,AVL-HUA,2021-09-01,47.7,50.2,48.0,48166.9,48.2,40.9,24.0,
ORC-0000814,AVL-HUA,2021-10-01,47.7,48.7,50.9,46809.4,71.7,34.3,42.5,
ORC-0000815,AVL-HUA,2021-11-01,47.7,34.6,39.3,33637.3,38.1,55.3,46.1,
ORC-0000816,AVL-HUA,2021-12-01,47.7,41.6,36.4,36232.5,42.0,37.9,50.2,
ORC-0000817,AVL-HUA,2022-01-01,47.7,49.6,55.0,50875.8,68.5,21.6,28.9,
ORC-0000818,AVL-HUA,2022-02-01,47.7,20.8,27.3,21668.7,41.8,30.3,44.8,
ORC-0000819,AVL-HUA,2022-03-01,47.7,48.1,50.6,41611.3,59.0,22.2,45.2,
ORC-0000820,AVL-HUA,2022-04-01,47.7,71.0,45.9,43623.7,55.3,48.7,54.5,
ORC-0000821,AVL-HUA,2022-05-01,47.7,91.4,58.6,52248.2,62.7,31.6,49.4,
ORC-0000822,AVL-HUA,2022-06-01,47.7,78.1,51.0,47156.7,53.8,29.1,29.8,
ORC-0000823,AVL-HUA,2022-07-01,47.7,74.7,55.2,47515.8,53.3,51.1,30.4,
ORC-0000824,AVL-HUA,2022-08-01,47.7,61.5,49.5,42600.4,52.5,23.9,33.1,
ORC-0000825,AVL-HUA,2022-09-01,47.7,40.8,45.3,42905.5,48.6,38.5,44.1,
ORC-0000826,AVL-HUA,2022-10-01,47.7,55.6,41.9,36763.0,54.3,50.7,29.1,
ORC-0000827,AVL-HUA,2022-11-01,47.7,50.6,41.0,39477.4,54.8,30.3,31.8,
ORC-0000828,AVL-HUA,2022-12-01,47.7,34.9,34.5,36803.0,58.4,42.5,39.8,
ORC-0000829,AVL-HUA,2023-01-01,47.7,37.8,51.3,43566.1,48.1,40.4,33.7,
ORC-0000830,AVL-HUA,2023-02-01,47.7,25.8,45.5,42758.5,54.0,40.4,43.3,
ORC-0000831,AVL-HUA,2023-03-01,47.7,76.3,49.1,48021.8,49.5,42.0,40.8,
ORC-0000832,AVL-HUA,2023-04-01,47.7,84.3,51.4,51931.7,40.4,38.2,50.0,
ORC-0000833,AVL-HUA,2023-05-01,47.7,100.0,61.1,58758.0,47.9,47.8,47.5,
ORC-0000834,AVL-HUA,2023-06-01,47.7,84.7,45.9,38742.3,41.6,38.5,30.1,
ORC-0000835,AVL-HUA,2023-07-01,47.7,82.6,58.5,49623.6,67.8,42.0,35.2,
ORC-0000836,AVL-HUA,2023-08-01,47.7,45.8,44.1,37366.5,47.9,15.6,30.1,
ORC-0000837,AVL-HUA,2023-09-01,47.7,49.8,40.8,36321.2,59.1,43.0,42.3,
ORC-0000838,AVL-HUA,2023-10-01,47.7,52.9,48.7,46563.5,45.5,35.3,38.8,
ORC-0000839,AVL-HUA,2023-11-01,47.7,42.5,39.9,36352.0,61.6,33.4,43.3,
ORC-0000840,AVL-HUA,2023-12-01,47.7,25.4,41.7,44563.7,62.3,27.6,36.3,
ORC-0000841,AVL-HUA,2024-01-01,47.7,33.8,42.2,37788.2,52.6,44.6,23.8,
ORC-0000842,AVL-HUA,2024-02-01,47.7,32.8,39.8,42241.6,58.5,31.1,64.7,
ORC-0000843,AVL-HUA,2024-03-01,47.7,69.8,53.4,50913.0,66.1,39.2,47.1,
ORC-0000844,AVL-HUA,2024-04-01,47.7,83.6,50.9,42300.2,56.6,26.7,49.7,
ORC-0000845,AVL-HUA,2024-05-01,47.7,100.0,55.0,48761.4,53.5,19.5,34.6,
ORC-0000846,AVL-HUA,2024-06-01,47.7,92.9,57.4,45826.8,62.9,50.7,26.8,
ORC-0000847,AVL-HUA,2024-07-01,47.7,84.2,56.6,51003.3,47.6,13.7,43.0,
ORC-0000848,AVL-HUA,2024-08-01,47.7,57.6,47.9,45012.4,55.9,50.1,42.2,
ORC-0000849,AVL-HUA,2024-09-01,47.7,64.8,47.6,34101.3,63.1,22.7,40.2,
ORC-0000850,AVL-HUA,2024-10-01,47.7,46.1,42.7,36987.8,49.4,58.0,40.5,
ORC-0000851,AVL-HUA,2024-11-01,47.7,49.0,48.5,44541.8,70.8,38.6,36.3,
ORC-0000852,AVL-HUA,2024-12-01,47.7,34.3,49.0,46763.4,59.8,47.4,43.9,
ORC-0000853,AVL-HUA,2025-01-01,47.7,28.7,33.7,29280.7,53.3,59.0,37.4,
ORC-0000854,AVL-HUA,2025-02-01,47.7,36.1,48.2,40888.3,54.1,24.5,40.4,
ORC-0000855,AVL-HUA,2025-03-01,47.7,64.5,54.6,49631.4,48.1,62.2,44.9,
ORC-0000856,AVL-HUA,2025-04-01,47.7,74.2,56.7,51741.7,57.2,32.9,39.8,
ORC-0000857,AVL-HUA,2025-05-01,47.7,77.7,47.9,53967.3,62.0,51.2,43.7,
ORC-0000858,AVL-HUA,2025-06-01,47.7,100.0,60.2,51216.6,49.9,37.6,43.5,
ORC-0000859,AVL-NMQ,2019-01-01,31.3,40.1,51.5,35844.9,58.3,54.2,51.1,
ORC-0000860,AVL-NMQ,2019-02-01,31.3,28.9,54.6,30456.3,64.7,50.4,46.8,
ORC-0000861,AVL-NMQ,2019-03-01,31.3,68.7,60.9,34196.1,62.5,34.4,41.3,
ORC-0000862,AVL-NMQ,2019-04-01,31.3,82.6,52.2,30857.5,44.4,61.2,33.5,
ORC-0000863,AVL-NMQ,2019-05-01,31.3,100.0,62.0,37400.9,56.3,41.5,37.7,
ORC-0000864,AVL-NMQ,2019-06-01,31.3,97.8,68.9,43117.0,70.5,31.9,45.4,
ORC-0000865,AVL-NMQ,2019-07-01,31.3,66.7,49.8,29863.9,60.7,43.8,45.9,
ORC-0000866,AVL-NMQ,2019-08-01,31.3,50.6,55.4,34456.1,60.0,31.4,47.3,
ORC-0000867,AVL-NMQ,2019-09-01,31.3,60.0,64.9,38397.0,82.7,55.9,21.6,
ORC-0000868,AVL-NMQ,2019-10-01,31.3,50.8,55.5,34072.2,60.6,5.0,42.8,
ORC-0000869,AVL-NMQ,2019-11-01,31.3,47.9,51.8,32715.5,59.2,48.6,26.8,
ORC-0000870,AVL-NMQ,2019-12-01,31.3,35.7,54.6,37259.6,61.9,37.3,35.9,
ORC-0000871,AVL-NMQ,2020-01-01,31.3,24.7,37.8,21850.3,52.5,66.5,53.2,
ORC-0000872,AVL-NMQ,2020-02-01,31.3,29.1,45.3,28856.6,51.6,40.1,63.9,
ORC-0000873,AVL-NMQ,2020-03-01,31.3,50.2,47.9,22509.6,61.2,22.1,45.5,
ORC-0000874,AVL-NMQ,2020-04-01,31.3,79.0,63.1,36480.7,56.9,33.3,39.5,
ORC-0000875,AVL-NMQ,2020-05-01,31.3,100.0,61.8,35609.5,63.2,45.4,40.0,
ORC-0000876,AVL-NMQ,2020-06-01,31.3,100.0,70.5,46785.9,65.2,42.3,36.8,
ORC-0000877,AVL-NMQ,2020-07-01,31.3,66.4,63.9,36986.1,67.6,34.5,36.0,
ORC-0000878,AVL-NMQ,2020-08-01,31.3,52.0,56.8,34786.3,64.1,34.1,38.1,
ORC-0000879,AVL-NMQ,2020-09-01,31.3,49.0,52.3,35245.1,57.3,42.3,56.4,
ORC-0000880,AVL-NMQ,2020-10-01,31.3,67.1,55.8,34714.5,63.9,24.6,43.2,
ORC-0000881,AVL-NMQ,2020-11-01,31.3,35.0,41.9,24006.7,54.5,30.3,35.2,
ORC-0000882,AVL-NMQ,2020-12-01,31.3,52.1,56.2,34418.0,72.5,40.5,44.4,
ORC-0000883,AVL-NMQ,2021-01-01,31.3,35.5,44.8,28598.4,54.3,54.4,54.8,
ORC-0000884,AVL-NMQ,2021-02-01,31.3,25.9,62.8,36161.3,68.3,40.7,39.5,
ORC-0000885,AVL-NMQ,2021-03-01,31.3,55.9,44.5,26182.9,43.1,29.1,49.2,
ORC-0000886,AVL-NMQ,2021-04-01,31.3,82.3,53.4,33298.7,55.5,25.9,54.8,
ORC-0000887,AVL-NMQ,2021-05-01,31.3,84.7,59.8,37173.9,72.8,42.1,36.8,
ORC-0000888,AVL-NMQ,2021-06-01,31.3,100.0,56.8,33063.4,56.8,47.9,30.2,
ORC-0000889,AVL-NMQ,2021-07-01,31.3,68.3,58.0,36249.1,62.0,24.6,36.0,
ORC-0000890,AVL-NMQ,2021-08-01,31.3,41.6,49.6,29718.8,62.1,41.5,26.9,
ORC-0000891,AVL-NMQ,2021-09-01,31.3,64.4,59.6,39315.2,74.8,34.2,24.6,
ORC-0000892,AVL-NMQ,2021-10-01,31.3,57.8,46.9,30054.9,60.1,42.2,28.6,
ORC-0000893,AVL-NMQ,2021-11-01,31.3,60.2,58.7,36453.0,70.7,47.9,49.3,
ORC-0000894,AVL-NMQ,2021-12-01,31.3,50.1,49.8,33390.7,56.6,35.1,38.0,
ORC-0000895,AVL-NMQ,2022-01-01,31.3,42.4,49.3,32758.6,64.8,37.2,41.5,
ORC-0000896,AVL-NMQ,2022-02-01,31.3,36.8,60.2,36400.0,67.0,35.1,32.5,
ORC-0000897,AVL-NMQ,2022-03-01,31.3,38.0,48.1,31336.9,65.1,27.9,63.7,
ORC-0000898,AVL-NMQ,2022-04-01,31.3,80.8,63.9,35582.9,53.2,41.4,39.5,
ORC-0000899,AVL-NMQ,2022-05-01,31.3,100.0,71.7,42235.9,65.6,36.5,27.2,
ORC-0000900,AVL-NMQ,2022-06-01,31.3,88.8,65.3,42043.9,52.0,34.4,38.3,
ORC-0000901,AVL-NMQ,2022-07-01,31.3,86.1,58.1,32749.0,58.5,27.2,33.0,
ORC-0000902,AVL-NMQ,2022-08-01,31.3,47.5,47.7,26416.6,52.7,36.6,49.7,
ORC-0000903,AVL-NMQ,2022-09-01,31.3,65.1,55.8,35511.8,63.7,50.9,46.5,
ORC-0000904,AVL-NMQ,2022-10-01,31.3,58.1,49.5,34245.6,59.4,44.8,44.4,
ORC-0000905,AVL-NMQ,2022-11-01,31.3,50.7,53.9,32091.5,68.7,40.6,41.1,
ORC-0000906,AVL-NMQ,2022-12-01,31.3,51.3,58.3,38048.9,64.5,55.0,18.8,
ORC-0000907,AVL-NMQ,2023-01-01,31.3,42.5,56.8,35364.7,67.6,44.3,33.9,
ORC-0000908,AVL-NMQ,2023-02-01,31.3,33.3,52.9,38521.3,70.8,44.4,57.9,
ORC-0000909,AVL-NMQ,2023-03-01,31.3,70.2,67.1,41595.9,62.7,35.2,31.9,
ORC-0000910,AVL-NMQ,2023-04-01,31.3,80.4,55.0,36249.9,51.5,40.4,33.7,
ORC-0000911,AVL-NMQ,2023-05-01,31.3,79.3,55.9,33698.0,54.5,37.8,52.2,
ORC-0000912,AVL-NMQ,2023-06-01,31.3,100.0,59.4,30480.6,53.5,47.3,36.7,
ORC-0000913,AVL-NMQ,2023-07-01,31.3,87.4,61.7,37368.6,49.0,47.0,37.2,
ORC-0000914,AVL-NMQ,2023-08-01,31.3,59.5,64.2,35790.7,53.3,22.3,35.0,
ORC-0000915,AVL-NMQ,2023-09-01,31.3,53.5,63.2,43161.7,75.1,44.6,40.2,
ORC-0000916,AVL-NMQ,2023-10-01,31.3,52.3,55.1,35611.6,62.8,44.9,42.3,
ORC-0000917,AVL-NMQ,2023-11-01,31.3,52.2,49.1,27148.0,56.3,20.5,35.2,
ORC-0000918,AVL-NMQ,2023-12-01,31.3,45.3,55.5,33380.1,68.0,31.6,21.8,
ORC-0000919,AVL-NMQ,2024-01-01,31.3,31.2,44.4,23137.3,61.9,29.8,42.6,
ORC-0000920,AVL-NMQ,2024-02-01,31.3,35.1,46.7,29937.4,66.2,25.5,42.4,
ORC-0000921,AVL-NMQ,2024-03-01,31.3,58.7,56.8,36822.5,67.8,34.7,41.2,
ORC-0000922,AVL-NMQ,2024-04-01,31.3,91.1,57.7,36140.6,49.6,36.6,33.7,
ORC-0000923,AVL-NMQ,2024-05-01,31.3,100.0,62.8,37669.0,48.6,37.1,36.6,
ORC-0000924,AVL-NMQ,2024-06-01,31.3,97.9,67.2,42114.6,81.0,46.6,40.1,
ORC-0000925,AVL-NMQ,2024-07-01,31.3,86.2,62.5,37976.2,67.9,47.1,35.7,
ORC-0000926,AVL-NMQ,2024-08-01,31.3,68.2,56.9,33866.5,67.4,41.7,36.5,
ORC-0000927,AVL-NMQ,2024-09-01,31.3,47.9,49.5,29081.4,54.9,27.5,33.0,
ORC-0000928,AVL-NMQ,2024-10-01,31.3,54.6,52.8,30378.7,61.8,41.8,19.5,
ORC-0000929,AVL-NMQ,2024-11-01,31.3,42.4,44.1,28716.1,49.6,38.7,39.6,
ORC-0000930,AVL-NMQ,2024-12-01,31.3,45.5,54.2,32152.4,61.6,51.5,45.6,
ORC-0000931,AVL-NMQ,2025-01-01,31.3,35.3,50.8,30990.3,71.4,34.7,32.0,
ORC-0000932,AVL-NMQ,2025-02-01,31.3,29.1,41.0,23527.5,61.1,29.4,48.9,
ORC-0000933,AVL-NMQ,2025-03-01,31.3,56.0,46.7,31017.5,57.4,32.5,45.5,
ORC-0000934,AVL-NMQ,2025-04-01,31.3,79.4,62.6,42764.4,63.3,20.1,42.3,
ORC-0000935,AVL-NMQ,2025-05-01,31.3,100.0,66.1,39572.1,56.0,46.7,36.3,
ORC-0000936,AVL-NMQ,2025-06-01,31.3,90.6,58.9,40069.2,52.7,54.4,50.1,
ORC-0000937,AVL-FNQ,2019-01-01,38.2,24.3,42.1,34096.6,61.1,46.4,39.2,
ORC-0000938,AVL-FNQ,2019-02-01,38.2,28.8,49.9,37130.5,68.0,45.6,47.4,
ORC-0000939,AVL-FNQ,2019-03-01,38.2,58.3,52.9,44545.0,65.5,47.7,25.7,
ORC-0000940,AVL-FNQ,2019-04-01,38.2,80.2,49.6,37296.5,51.2,54.0,35.7,
ORC-0000941,AVL-FNQ,2019-05-01,38.2,100.0,60.0,46290.2,65.2,33.6,40.6,
ORC-0000942,AVL-FNQ,2019-06-01,38.2,100.0,61.8,40255.7,45.2,35.9,33.1,
ORC-0000943,AVL-FNQ,2019-07-01,38.2,95.3,55.4,39656.9,51.0,34.4,42.0,
ORC-0000944,AVL-FNQ,2019-08-01,38.2,40.7,41.5,31027.6,57.2,58.6,44.2,
ORC-0000945,AVL-FNQ,2019-09-01,38.2,47.0,32.0,27644.5,48.0,33.1,25.6,elevated pesticide application
ORC-0000946,AVL-FNQ,2019-10-01,38.2,50.3,46.0,42734.1,62.1,20.7,51.2,storm-related flower loss
ORC-0000947,AVL-FNQ,2019-11-01,38.2,38.7,34.5,21678.5,63.2,35.1,30.0,storm-related flower loss
ORC-0000948,AVL-FNQ,2019-12-01,38.2,45.3,38.7,27401.1,46.6,53.8,34.6,
ORC-0000949,AVL-FNQ,2020-01-01,38.2,31.8,38.4,28941.3,46.7,25.9,36.8,
ORC-0000950,AVL-FNQ,2020-02-01,38.2,34.8,53.1,37441.2,40.4,15.9,44.8,
ORC-0000951,AVL-FNQ,2020-03-01,38.2,66.4,42.9,33847.7,65.7,24.5,41.3,
ORC-0000952,AVL-FNQ,2020-04-01,38.2,80.9,56.4,43323.5,63.0,40.2,33.9,
ORC-0000953,AVL-FNQ,2020-05-01,38.2,91.6,57.2,44578.8,53.8,51.4,38.5,
ORC-0000954,AVL-FNQ,2020-06-01,38.2,93.6,58.5,44407.6,58.3,54.6,38.0,
ORC-0000955,AVL-FNQ,2020-07-01,38.2,81.5,48.4,34255.8,44.8,39.0,48.5,
ORC-0000956,AVL-FNQ,2020-08-01,38.2,44.1,47.3,34708.2,65.4,45.2,42.1,
ORC-0000957,AVL-FNQ,2020-09-01,38.2,54.6,53.9,35152.8,63.6,40.9,22.8,
ORC-0000958,AVL-FNQ,2020-10-01,38.2,38.0,47.2,33771.1,60.9,35.5,40.6,storm-related flower loss
ORC-0000959,AVL-FNQ,2020-11-01,38.2,46.6,45.3,36156.1,66.6,32.8,56.8,
ORC-0000960,AVL-FNQ,2020-12-01,38.2,32.6,51.2,31397.4,64.7,35.4,41.4,storm-related flower loss
ORC-0000961,AVL-FNQ,2021-01-01,38.2,37.1,35.4,22024.3,41.2,40.4,46.6,
ORC-0000962,AVL-FNQ,2021-02-01,38.2,30.2,37.4,30529.2,48.4,45.4,41.6,
ORC-0000963,AVL-FNQ,2021-03-01,38.2,57.2,46.8,33466.8,52.7,31.5,51.1,
ORC-0000964,AVL-FNQ,2021-04-01,38.2,95.1,57.9,39565.0,54.4,43.0,40.8,
ORC-0000965,AVL-FNQ,2021-05-01,38.2,100.0,46.2,32892.9,32.1,61.6,28.2,elevated pesticide application
ORC-0000966,AVL-FNQ,2021-06-01,38.2,87.0,50.0,37836.8,45.2,22.0,44.6,elevated pesticide application
ORC-0000967,AVL-FNQ,2021-07-01,38.2,82.4,43.5,31973.5,55.7,33.6,45.7,
ORC-0000968,AVL-FNQ,2021-08-01,38.2,54.5,51.0,42964.1,56.9,29.0,36.1,
ORC-0000969,AVL-FNQ,2021-09-01,38.2,63.4,50.0,38302.9,52.5,41.3,34.7,
ORC-0000970,AVL-FNQ,2021-10-01,38.2,55.1,43.8,31569.8,54.8,42.3,32.5,storm-related flower loss
ORC-0000971,AVL-FNQ,2021-11-01,38.2,43.1,54.2,40489.4,63.9,30.5,46.5,
ORC-0000972,AVL-FNQ,2021-12-01,38.2,34.3,39.4,26339.4,64.7,28.2,36.9,
ORC-0000973,AVL-FNQ,2022-01-01,38.2,34.7,43.3,25146.9,65.6,32.4,34.7,
ORC-0000974,AVL-FNQ,2022-02-01,38.2,19.8,36.7,22268.5,51.8,23.4,29.9,
ORC-0000975,AVL-FNQ,2022-03-01,38.2,59.0,47.4,28532.9,35.1,44.3,45.2,
ORC-0000976,AVL-FNQ,2022-04-01,38.2,100.0,53.6,38675.7,47.8,53.3,43.7,
ORC-0000977,AVL-FNQ,2022-05-01,38.2,86.2,63.2,48641.0,55.2,31.5,55.7,
ORC-0000978,AVL-FNQ,2022-06-01,38.2,97.1,54.1,40756.9,53.3,38.6,33.8,
ORC-0000979,AVL-FNQ,2022-07-01,38.2,79.1,54.7,40710.1,48.8,44.0,31.3,
ORC-0000980,AVL-FNQ,2022-08-01,38.2,55.0,52.1,41544.0,47.6,45.1,49.8,
ORC-0000981,AVL-FNQ,2022-09-01,38.2,54.1,52.4,39196.3,45.0,45.2,37.7,
ORC-0000982,AVL-FNQ,2022-10-01,38.2,57.3,42.3,23922.1,53.8,37.5,51.4,storm-related flower loss
ORC-0000983,AVL-FNQ,2022-11-01,38.2,44.0,43.7,30137.7,58.6,40.0,37.4,storm-related flower loss
ORC-0000984,AVL-FNQ,2022-12-01,38.2,36.3,39.7,31837.1,49.4,23.9,35.0,storm-related flower loss
ORC-0000985,AVL-FNQ,2023-01-01,38.2,36.9,49.8,38664.8,56.2,36.1,27.0,
ORC-0000986,AVL-FNQ,2023-02-01,38.2,38.0,44.4,30671.1,49.0,48.1,36.4,
ORC-0000987,AVL-FNQ,2023-03-01,38.2,61.7,55.7,45755.5,64.8,35.2,46.4,
ORC-0000988,AVL-FNQ,2023-04-01,38.2,76.5,41.2,31192.6,49.9,36.9,22.7,
ORC-0000989,AVL-FNQ,2023-05-01,38.2,98.8,54.2,38925.5,46.8,46.6,37.2,
ORC-0000990,AVL-FNQ,2023-06-01,38.2,87.6,61.5,46325.0,61.3,47.6,43.2,
ORC-0000991,AVL-FNQ,2023-07-01,38.2,83.2,51.8,36178.9,56.7,24.9,46.2,
ORC-0000992,AVL-FNQ,2023-08-01,38.2,43.1,29.5,25158.8,40.0,54.4,46.4,
ORC-0000993,AVL-FNQ,2023-09-01,38.2,61.4,42.1,28289.3,54.0,47.9,40.9,
ORC-0000994,AVL-FNQ,2023-10-01,38.2,54.9,45.1,32830.7,49.0,30.5,17.9,storm-related flower loss
ORC-0000995,AVL-FNQ,2023-11-01,38.2,42.0,38.3,26052.2,46.3,38.8,47.8,
ORC-0000996,AVL-FNQ,2023-12-01,38.2,40.1,39.9,26574.9,39.5,20.0,23.1,
ORC-0000997,AVL-FNQ,2024-01-01,38.2,31.3,37.1,32687.9,62.3,29.9,37.8,storm-related flower loss
ORC-0000998,AVL-FNQ,2024-02-01,38.2,26.6,40.1,30575.6,37.9,43.2,37.9,
ORC-0000999,AVL-FNQ,2024-03-01,38.2,66.6,52.7,36867.2,65.9,7.2,47.7,
ORC-0001000,AVL-FNQ,2024-04-01,38.2,75.3,52.0,41037.7,49.9,53.1,44.8,
ORC-0001001,AVL-FNQ,2024-05-01,38.2,88.4,56.7,41743.0,62.0,49.3,50.2,
ORC-0001002,AVL-FNQ,2024-06-01,38.2,92.8,55.3,41721.9,56.9,21.6,38.3,
ORC-0001003,AVL-FNQ,2024-07-01,38.2,73.4,54.1,32978.5,68.5,53.4,39.9,
ORC-0001004,AVL-FNQ,2024-08-01,38.2,66.3,35.5,21586.3,61.0,53.4,34.1,
ORC-0001005,AVL-FNQ,2024-09-01,38.2,54.2,48.3,35065.5,55.9,27.3,33.5,
ORC-0001006,AVL-FNQ,2024-10-01,38.2,54.9,50.2,35880.6,64.5,20.0,24.1,storm-related flower loss
ORC-0001007,AVL-FNQ,2024-11-01,38.2,57.4,45.5,43429.2,64.4,31.3,46.2,storm-related flower loss
ORC-0001008,AVL-FNQ,2024-12-01,38.2,31.8,42.3,27877.9,50.1,63.8,43.5,
ORC-0001009,AVL-FNQ,2025-01-01,38.2,34.1,51.2,37700.5,51.2,20.2,60.2,elevated pesticide application
ORC-0001010,AVL-FNQ,2025-02-01,38.2,31.8,39.1,29826.4,53.2,40.7,33.6,
ORC-0001011,AVL-FNQ,2025-03-01,38.2,47.4,49.0,36730.1,65.9,51.9,36.7,
ORC-0001012,AVL-FNQ,2025-04-01,38.2,97.4,50.6,35722.0,39.3,31.2,38.5,
ORC-0001013,AVL-FNQ,2025-05-01,38.2,92.6,60.0,46640.5,58.0,42.3,30.1,
ORC-0001014,AVL-FNQ,2025-06-01,38.2,98.7,50.1,38831.9,47.3,48.1,20.0,
ORC-0001015,TMB-BRC,2019-01-01,25.7,65.1,54.6,27144.3,67.1,36.6,50.9,
ORC-0001016,TMB-BRC,2019-02-01,25.7,50.6,54.7,27538.6,55.5,46.4,34.1,
ORC-0001017,TMB-BRC,2019-03-01,25.7,83.0,72.1,38024.5,60.3,56.5,47.6,
ORC-0001018,TMB-BRC,2019-04-01,25.7,96.6,65.4,30138.3,73.7,34.6,29.4,
ORC-0001019,TMB-BRC,2019-05-01,25.7,100.0,82.8,39862.9,82.1,46.7,35.1,
ORC-0001020,TMB-BRC,2019-06-01,25.7,91.7,78.3,37604.7,66.4,41.9,38.9,
ORC-0001021,TMB-BRC,2019-07-01,25.7,71.7,73.7,39717.3,63.4,42.1,28.7,
ORC-0001022,TMB-BRC,2019-08-01,25.7,40.5,47.5,23019.7,56.1,43.9,56.7,
ORC-0001023,TMB-BRC,2019-09-01,25.7,44.5,54.9,23640.2,70.8,26.2,29.9,
ORC-0001024,TMB-BRC,2019-10-01,25.7,40.3,56.0,28519.2,79.0,36.1,39.0,
ORC-0001025,TMB-BRC,2019-11-01,25.7,67.8,56.6,26450.8,73.6,28.5,48.3,
ORC-0001026,TMB-BRC,2019-12-01,25.7,48.1,64.9,30488.6,74.9,34.9,43.5,
ORC-0001027,TMB-BRC,2020-01-01,25.7,55.8,54.5,28159.1,65.5,56.3,34.7,
ORC-0001028,TMB-BRC,2020-02-01,25.7,61.0,68.2,36036.8,72.8,43.1,42.6,
ORC-0001029,TMB-BRC,2020-03-01,25.7,86.6,66.4,29035.4,75.4,42.0,39.2,
ORC-0001030,TMB-BRC,2020-04-01,25.7,100.0,76.2,36972.0,54.0,34.5,46.7,
ORC-0001031,TMB-BRC,2020-05-01,25.7,100.0,85.4,43683.9,79.0,39.5,33.2,
ORC-0001032,TMB-BRC,2020-06-01,25.7,100.0,83.3,44304.7,70.9,29.1,56.3,
ORC-0001033,TMB-BRC,2020-07-01,25.7,60.3,58.2,32274.1,61.1,38.1,32.6,
ORC-0001034,TMB-BRC,2020-08-01,25.7,27.5,53.3,24930.2,69.6,28.5,48.4,
ORC-0001035,TMB-BRC,2020-09-01,25.7,56.7,65.5,35203.3,69.8,42.5,34.3,
ORC-0001036,TMB-BRC,2020-10-01,25.7,50.6,74.1,37482.3,77.6,39.0,54.7,
ORC-0001037,TMB-BRC,2020-11-01,25.7,38.0,56.7,26661.0,72.5,44.1,41.3,
ORC-0001038,TMB-BRC,2020-12-01,25.7,57.9,71.2,36178.7,82.7,16.3,34.5,
